t,x,y,z,cellFate
1,0.0,0.0,0.0,1
2,0.7516273583271444,-0.43004819425090524,0.5007567859081633,1
2,-0.7516273583271444,0.43004819425090524,-0.5007567859081633,1
3,0.7513864214587177,-0.42991034074670875,0.5005962665091508,1
3,-0.7513864214587177,0.42991034074670875,-0.5005962665091508,1
4,0.7513860173367076,-0.4299101095258268,0.5005959972708953,1
4,-0.7513860173367076,0.4299101095258268,-0.5005959972708953,1
5,0.7513860166596169,-0.42991010913842487,0.500595996819797,1
5,-0.7513860166596169,0.42991010913842487,-0.500595996819797,1
6,1.5745502569012877,-0.7154336423520077,1.506973208259301,1
6,-1.798786750758592,0.688406833322493,-0.481946390148564,1
6,-0.08409839644876953,0.4488471405183218,-0.7569758311602939,1
6,0.2890912100429618,-0.5645541865439885,0.38335263687488286,1
7,1.5011993413836615,-0.41149057157534114,1.1884246893530004,1
7,-1.6025845078791021,0.42375246962050583,-0.20334431474472942,1
7,0.21955401165511146,0.5614144441567858,-0.7988571629294099,1
7,-0.07598686174185126,-0.6967658437197921,0.4452071903952316,1
8,1.334110538956086,-0.029001827099058602,0.8975294471082295,1
8,-1.4172473635212373,0.3585492267177577,-0.08586653931687845,1
8,0.3893866885315143,0.5136498790516818,-0.7209436532794439,1
8,-0.16497917785203564,-0.8821122585920002,0.5013972829928525,1
9,1.1642293226414164,0.014736110445747418,0.7534276485460651,1
9,-0.6927510105245703,0.6566774287443268,0.06372372190060674,1
9,0.5145328284174434,0.4142293531665345,-0.958123724394352,1
9,-0.28336337457476163,-1.0581288049444226,0.42117927492676716,1
9,-2.077259946045066,-0.14343877794484966,0.020539628192973065,1
10,0.9756414038730574,0.6599343239057549,0.8132518550637307,1
10,-0.6260443232526706,0.9037461440693103,0.2293208413364768,1
10,0.9369394290339913,0.9069456632843328,-0.9850693907594801,1
10,-0.3879667927240784,-1.12907784861507,0.39975979117637156,1
10,-1.8071189947324238,-0.26227287827133766,-0.10786634864650926,1
10,-0.0937116929758927,-0.3067164556908508,-1.0663855473728205,1
10,1.0646963371873306,-0.7669325331154663,0.5186176094263256,1
11,0.7446970869189298,0.6092813687436432,0.92261831430516,1
11,-0.6123445991416835,0.9366795618203035,0.2460409515805315,1
11,0.8583954220266053,0.8192225430181801,-0.8517457526133971,1
11,-0.8267459573533283,-0.979783948422851,0.19098844216096258,1
11,-1.8228839015487113,-0.008180054306852643,-0.250166278295258,1
11,-0.12145356572071528,-0.3739401313046711,-1.1286117230384616,1
11,1.258956890919077,-0.7226929226125122,0.1459319159581107,1
11,0.1879173064395012,-1.2889539104987418,1.106269990113961,1
12,0.6759750915012789,0.5131533448284651,0.9696057110914679,1
12,-0.5351202280974316,0.9298970348081758,0.2750963100507871,1
12,0.7512515122483636,0.7482799669431224,-0.8144595339908047,1
12,-0.7636243010375621,-1.1290392740835895,0.1145909182600431,1
12,-1.4689450598765519,0.27901573108415273,0.05227932061448064,1
12,-0.12667973673889854,-0.5219999990783111,-1.2231408039192153,1
12,1.1948025061893919,-0.7913841721405654,-0.0505743491796284,1
12,0.1547335815675965,-1.0726289347933073,1.2281696716585158,1
12,-1.9743049867222493,-0.31929973618411717,-0.8041720523541739,1
13,0.5978876435842334,0.5790309412971882,0.9560410291356258,1
13,-0.5777709061295719,1.1952523295398532,0.06718278062217517,1
13,0.3979947715398379,0.40705497175366256,-0.48862688287499373,1
13,-0.8083227427768879,-1.2070723454116663,0.013562656299106326,1
13,-1.4776346096549178,0.19485335321195632,0.5197411494675775,1
13,-0.2094920855273448,-0.5284221976845218,-1.299595482486987,1
13,1.0374939764329247,-0.7858675208335181,-0.1458585717563017,1
13,-0.03126255316604176,-0.8461831579110076,1.2112578517355097,1
13,-1.714544195603897,-0.2545040504076949,-1.0137617674161215,1
13,0.8312702521157614,1.203784685948111,-1.3466861760395583,1
14,0.5584862457925154,0.6956545568881884,1.0846613355710244,1
14,-0.6477385131361174,1.34412206901325,0.001963450879357838,1
14,0.6078089337605582,0.4487257891995911,-0.25431839953895585,1
14,-0.782354906841053,-1.2803995601685036,-0.08692180392495695,1
14,-1.4099211746420581,0.1894240375521419,0.5960029472865377,1
14,-0.3600889653865477,-0.01768459504062355,-1.08716153334939,1
14,1.0641947646957368,-0.8832093419556158,-0.18470437759067795,1
14,-0.431778971120263,-0.5689235801666899,0.8983806218306601,1
14,-1.7041925821477544,-0.10101092947860335,-0.9787512502572774,1
14,0.5880120644234156,1.0755014821365558,-1.4968185530661693,1
14,0.039321992462726454,-1.2009291674541296,-1.6111753698021996,1
14,0.4622061505745831,-1.0069693735256295,1.4655566256978145,1
15,0.49055226912817596,0.6519589278194715,1.190373283293312,1
15,-1.0727771518124896,1.0965617961579106,-0.44545941268643985,1
15,0.6906744076900087,0.3926792344371129,-0.15679967305837358,1
15,-0.5045493968785,-1.3719492239808557,-0.5510291270078025,1
15,-1.552376396674639,0.2665263778702928,0.6533911630768257,1
15,-0.39560502036653494,0.00941628117715289,-1.0385266714918426,1
15,1.060163922096975,-0.8986138176726114,-0.22013924275981722,1
15,-0.44872341710561964,-0.40537615312364994,0.9010661396700492,1
15,-1.7528620492632807,-0.14878100661987265,-0.9265108357994692,1
15,0.4924186439490331,0.9715140541130037,-1.4267908091356591,1
15,0.2525501811849575,-1.0762279248404303,-1.6228471665852315,1
15,0.659278790536408,-1.061073467940446,1.2261315400730977,1
15,-1.2622430318664712,-1.3783027778580694,0.4551790881613003,1
15,-0.20862183415504756,1.590291828748233,0.39559227123249985,1
16,0.16923696608208239,1.1849173546148857,1.4553326054578561,1
16,-1.1437702022855625,1.0911146687941173,-0.5458770509507612,1
16,0.7550649098545315,0.46244906129943886,-0.1758938075403169,1
16,-0.44855304696939635,-1.3784595788111809,-0.44031764398023765,1
16,-1.531966683246111,0.4006412860629956,0.7134219780805087,1
16,-0.3995210878568916,0.02011026502622076,-0.912694249790076,1
16,1.0819486972923482,-0.8852475521356454,-0.26518514009458494,1
16,-0.4716128548952187,-0.31189397382528805,0.8294901397763738,1
16,-1.7100055250486053,-0.2804432512728655,-0.8355669502231835,1
16,0.4634505143597764,1.030632913454202,-1.3784032012352259,1
16,-0.12118972563678976,-1.2797427259454075,-1.524827814395262,1
16,0.5099716284560434,-1.3336693728771594,1.050560881188735,1
16,-1.3583291412974556,-1.2983673979891333,0.5339002258077606,1
16,-0.19074246515111049,1.6174882103605928,0.21477543545718392,1
16,0.8088520269161046,0.057948777817576916,1.0718552124264284,1
16,0.7082121717653515,-0.5853927972793296,-1.723703390503084,1
17,-0.02352556413557349,0.9238049914188942,1.3779214034552303,1
17,-1.1805773714048988,1.106162313740254,-0.5177068667111601,1
17,0.8319920904536204,0.48596390367065906,-0.18406251851196184,1
17,-0.3578529781006003,-1.3738357066542555,-0.2827237493199912,1
17,-1.5388574655378575,0.40173706539618875,0.7042433556029509,1
17,-0.29982773998649775,-0.04357016226057991,-0.7176804831911525,1
17,1.1068026287022312,-0.8252624201906297,-0.366483858079615,1
17,-0.430587190297425,-0.20534374609996567,0.6724438309182199,1
17,-1.3764637807040847,0.0998508020001864,-1.414809400838429,1
17,0.33582038960570126,1.055257470749173,-1.3612481012077813,1
17,-0.3715899777914872,-1.264390904845407,-1.576799120570523,1
17,0.8584034990934146,-1.6472407083415572,0.5722692834145862,1
17,-1.3387277581680577,-1.246560677387091,0.6536374069511899,1
17,-0.0981861923035536,1.5208143531391938,0.12500734188196563,1
17,0.9590304893693272,-0.03671734352839567,0.9996867611823215,1
17,0.7756096564033501,-0.3650195242914384,-1.6123445326719852,1
17,-1.8987643427443057,-0.7712574565754943,-0.49652854448115386,1
17,-0.10995352262961638,-1.1865417213384903,1.4382855435214372,1
18,-0.05436996119023212,0.8191566495943873,1.4460146347059415,1
18,-1.284092418699647,1.0272939948404227,-0.5457902679037016,1
18,0.9520568044659492,0.552049140289271,-0.1728261294104605,1
18,-0.45955207761091843,-1.5827595267090213,-0.32754117458980275,1
18,-1.7594298855407207,0.4789565406987818,0.7124563261795885,1
18,-0.3813963594801217,-0.04131360981458855,-0.6802301953422131,1
18,1.7879068409430956,-0.7646912366302948,-0.44702005260729627,1
18,-0.725116204542066,0.13823062678864298,0.6376440053062827,1
18,-1.2721275177537679,0.07469578583262527,-1.5792410360056088,1
18,0.2303707970712929,0.9989848849855592,-1.3526571512095897,1
18,-0.399239975217614,-1.2430978531197336,-1.5487694856745378,1
18,0.8252883253892436,-1.758183348218226,0.5423213701328694,1
18,-0.93171344763038,-1.641749910429859,0.9006641066314244,1
18,0.3096677316411794,1.459783355177361,0.36679862833747756,1
18,1.0929023735968846,-0.08483985062275076,1.0592026038684959,1
18,0.7226979515762898,-0.32552913808206096,-1.6141274511025454,1
18,-1.7900808276560223,-0.7279046990975833,-0.6280773315214462,1
18,-0.0409980323525831,-1.067596395773455,1.672924400177499,1
18,0.5770064684096505,-0.7894121279162034,-0.3727811373897389,1
18,-1.807751741509753,-0.889808013815112,0.5772424402363042,1
18,-0.013911611270930302,-0.5405129641225423,0.5342884301376555,1
18,-0.44242618497033803,1.4289233886368744,-0.1280352911054174,1
